text,score,true_class,predicted_class
"Phones and Driving

Driving is a good way to get whatever you need to go in a shorter period of time than on foot. Americans like driving from places such as fast food restaurants to appointments or work. As technology advances and people like to accommodate themselves with technology, we also want this same technology with us even in our vehicles. However if someone is driving with a device I think it is dangerous and can cause serious injuries. Drivers should not be able to use a cell phone while operating a vehicle because it can be a distraction to not only you but others, can cause a car accident, and it can be illegal . If you are not convinced then I'll explain why driving while on your phone is dangerous.

While driving anywhere you need to always focus on who and what is in your nearby surroundings. In fact, according to driving test.org, ¨ texting and driving is more debilitating to your reaction time than driving under the influence of alcohol¨ . Since the light refracted off the phone is what you are focused on, vehicles or objects approaching would not get your attention. This is especially true when the phone emits a light with a brighter color or image.

Also best case scenario if you do not cause an accident you may even miss your turn or exit all because you were distracted. Worst case scenario you may cause an accident which I will explain next.

Driving while you are on your phone is not only dangerous because it can be distracting but what happens can lead to a car accident. If you do not take the time to focus on the road, your carelessness may harm pedestrians or other drivers. DrivingTest.org says twenty Texting and Driving makes you 23% more likely to be involved in an accident¨ . It then goes on to say that in 2011, 1.3 million automobiles accidents were caused by this and one can only assume that the numbers have gotten higher with technology advancing. A later text mentions that in 2015

¨3,477 people were killed and 391,000 injured¨ in crashes relating to texting while driving. This can even be illegal are result in murder.

Driving while on your phone can be illegal .If my other two arguments have not you proven that on the phone while driving then hopefully this argument will. Driving while holding your phone is illegal in my state of residence of Georgia. It is illegal under ¨the part of a sweeping hands-free law¨ according to www.usatoday.com `Even though driving with your phone may not be illgeal in your state as stated above it can possibly result in murder. ¨Texting while driving can lead to a homicide charge ¨says pittsburgcriminalattorney.com. The site says you get charged with this if you happen to cause the death of a person due to ¨recklessness¨ or ¨gross negligence¨.

Therefore due to your recklessness of not putting away your phone while behind wheels you can face heavy charges when it could have been prevented.

In conclusion driving with a phone present is a sure way to distract someone and possibly an accident. If that is not convincing then the accident can lead to the death of passengers or other drivers. This will result in heavy charges if deemed responsible for death. Therefore save everyone the trouble by simply putting your device away until you reach your destination or parking real quick. Concluding my argument why drivers should not be able to use a cellphone in any capacity is supported by not my words but professionals as well.   ",1.1160615682601929,0,1
"PHONES AND DRIVING

In this world in which we live in, cell phones are a growing market as well as cars. The fact that we depend on cell phones throught the course of our day for numerous reasons.

Drivers should be able to use their cell phones while driving because its easier to operate a phone in your hand than a cell phone that is not in your hand. Emergencies can occur while driving and you need to report the emergerncy while driving. Cell phones does not cause as big of a distracHon that other things that is done while driving.

A lot of people are in an uproar about driving and using a cell phone and someHmes it is overrated. Trying to operate a cell phone with one hand while maintaining driving has no danger to it. A phone that is mounted on the holder that begins to ring is harder to operate answering, dialing and switching calls.

Most Hmes the mounHng is not secure or has defected parts which can cause more of an issue than having it to your ear. Most people have older cars and cannot a? ord to upgrade and dont have the speaker opHon, which usually allows everyone surrounding your car to know you business.

I cannot say it enough, emergencies happen in a ?ash. Driving and you see a accident that needs emergency aLenHon you need to be able to use the cell phone to call it in. Things happen so quickly now and it could be your phone call that saves their life. Also if a person is lost and no gps signal but calls can be made a person should be able to dial someone by hand and get direcHons out of harms way. Emergency is a big deal in cell phone usage.

Cell phones do not cause as much as a distracHon than people make out to be. As a driver a person should always be aware of the road and be able to mulH-task when using a cell phone. Most Hmes its other things besides a cell phone that cause a distracHon but blames the cell phone as a scapegoat. There could be test on the driver liscence test that we should take to see if were able to drive and talk on the phone instead of just banning it.

Talking on a cell phone and driving a car may be a distracHon for some but not all. It should be our call on if we are focused enough to drive while talking. Although some people are said to have had bad behavior while talking and driving some are very responsible. TexHng and driving is di? erent from talking and driving and that should be the boundary. Each person should be accountable for their acHons just as speeding.   ",1.101278305053711,0,1
"...to be a fine way to share tales and news, but alas, the winds of time have shifted, and now we be havin' devices that fit in the palm of our hands! Aye, these magical contraptions, known as cell phones, allow us to parley with our mates from afar, but they also be causin' a ruckus on the high seas of the road.

As we sail forth in our trusty vessels, many a scallywag be tempted to send a message or make a call whilst steerin' their ship. But beware, me hearties! For this folly can lead to treacherous waters, where accidents and calamities lurk like sharks in the deep. The law be crackin' down on such reckless behavior, and rightly so! So, let us hoist the sails of caution and keep our eyes on the horizon, lest we find ourselves in Davy Jones' locker, all for the sake of a mere message. Arrr!",0.7671111226081848,1,1
"the high seas of the road. Arrr, when a scallywag be fiddlin' with their device, they be takin' their eyes off the horizon, and that be a treacherous course! Aye, many a fine ship has met its doom when the captain be distracted by the siren call of a message or a call. 

Ye see, mateys, the sea of asphalt be fraught with dangers, and a distracted driver be like a ship without a compass, lost in a storm. The crew of the road deserves a steady hand at the wheel, not a landlubber distracted by the glow of a screen. 

So, I say, let us hoist the sails of safety and banish the use of cell phones while navigatin' the treacherous waters of traffic! For every life saved be a treasure worth more than gold, and we must protect our fellow sailors from the perils of distraction. Arrr!",0.7261013984680176,1,1
"...to places, sailin' the open roads like a ship on the high seas. But beware, mateys! For the treacherous waters of distraction lurk in the form of those cursed devices known as smartphones. Aye, many a sailor has found themselves in a perilous situation, eyes glued to their screens instead of the horizon ahead.

'Tis a fine day for a voyage, but when ye be textin' or scrollin', ye be riskin' more than just a bump in the night. The landlubbers who think they can multitask be settin' sail for disaster! Aye, the seas of asphalt be unforgiving, and one wrong turn can send ye straight to Davy Jones' locker.

So, hoist the sails of caution, me hearties! Keep yer hands on the wheel and yer eyes on the road. Let not the siren call of the phone lead ye astray, lest ye find yerself in a shipwreck of a crash. Drive safe, or ye may find yerself walkin' the plank!",0.7921300530433655,1,1
"...the seven seas be a truth known to all scallywags and landlubbers alike. Aye, the cursed devices be distractin' many a sailor from the treacherous waters ahead. With a flick of the wrist, they be sendin' messages and makin' calls, while their ships veer off course, plunderin' the safety of the crew and cargo.

'Tis a perilous game, mateys! The siren call of a text or a ringin' bell can lead to a shipwreck of the worst kind. Many a fine captain has met Davy Jones due to the folly of their own hands, grippin' the phone instead of the wheel. 

We must hoist the sails of caution and steer clear of this treachery! Laws be bein' laid down like cannon fire, warnin' all ye who dare to use yer phones whilst navigatin' the open road. So, heed this warning, ye salty sea dogs: keep yer eyes on the horizon and yer hands off the cursed contraptions!",0.8216080665588379,1,1
"People are debating whether if drivers should or should not use cell phones while operating a vehicle. Some people think that using a cell phone while operating a vehicle should be allowed because they try multi-tasking and have important calls while some are addicted and can't stay off their phone. Other people says that you shouldn't be able to be on your cell phone while operating a vehicle because the cell phone can cause accidents while driving. I also think that you shouldn't use your phone while operating a vehicle because it can cause vehicle collisions, slow reaction time, and fatal injuries. Therefore, driving can cause many accidents that can be fatal to the driver and passengers if there is any and cell phones should only be used when not operating a vehicle.

The first reason why the use of cell phones shouldn't be allowed while operating a vehicle because there are high chances of vehicle collisions happening. Most vehicle collisions happen when the driver is texting or under the influence of alcohol. When people who drives while texting spend more time looking at their phone than the road causing poor car-following ability and lateral lane control. While under the influence of alcohol it can cause you to lose concentration and it can also hinder your ability to make rational decisions.

As stated before, these are some examples of what can cause vehicle collisions.

The second reason why you shouldn't operate a cell phone while driving because of slow reaction time.

Reaction time is the measure of how quickly an organism can respond to a particular stimulus. When your spending time at your phone and finally look up to see you're about to get into an accident it would already be too late. Reaction times with no activity were between one and two seconds. Reaction times while using a cellphone were at least three to four seconds. On top of that, drivers were more likely to miss the flashing light altogether when using a cellphone. Cellphones effects the nervous system when a person is driving.

The last reason you shouldn't drive while using a cellphone because it can cause fatal injuries that might have long-term or short-term affects. The affects can be physical, emotional, or psychological. One of the most common physical effect is whiplash. Whiplash is caused by a sudden movement of the neck. Whiplash is usually caused by rear end automobile collisions. One emotional effect can be anxiety which can cause difficulties in certain situations involving driving. The last effect is psychological which can cause PTSD. Most car accidents are the results of PTSD but can also be caused by any traumatic experience. PTSD can affect a person's ability to function normally.

People who goes through this will sometimes show a wide range of symptoms including anger, fear, shock, nervousness and feeling of mistrust or guilt.

In conclusion, people shouldn't use cellphones while operating a vehicle. IF they do it can cause life changing accidents and other serious problems in life. Also, it can hurt some people financially causing them to pay for these uneventful occurrences. Some things people can do to prevent is to turn their phone off or put it on ""Do Not Disturb"" mode to prevent any accidents. They can also deal with that they have to do on the phone before starting the car and driving. One more solution is that they can have the passenger relay a message for you using your phone, so you won't be distracted or tempted to pick up the phone.      ",1.080079436302185,0,1
"Texting and driving

Over half of drivers in today's society have this horrible habit of texting and driving. This has to stop immediately, texting and driving puts people's lives at risk. This simple act has caused many fatalities over that last years. Fortunately, the government have put a new law to deal with this problem with our generations problem of texting and driving. I strongly feel that texting and driving is dangerous and should be prohibited.

Diving more into detail, texting and driving is hazardous and life threatening. Just imagine you're on the road driving to your friend's house and someone shoots you a text. You look down not even for 5 seconds; then you accidents swerve into the next lane hitting a car. There are so many different scenarios that could go wrong in that situation. Your life is over just because you couldn't wait to text your friend. The consequences that texting and driving comes with just isn't worth it.

The cost of a life shouldn't be worth a text message, Snapchat or Instagram DM (Direct Message). Texting and driving has taken many lives. In a recent article I read it said ""2017 U.S. Cell Phone and Driving Statistics. In 2012, 3,328 people were killed in distraction-related crashes. About 421,000 people were injured in crashes involving a distracted driver. In 2017, 11% of drivers under age 20 involved in fatal accidents were reported to be distracted at the time of the crash."" This cannot go on any longer we must do something to stop these numbers from increasing.

Luckily the government has enforced a brand new law called ""Hands Free"".

This law states Drivers cannot have a phone in their hand or touching any part of their body while talking on their phone while driving. If you don't follow these laws they can fine you fifty to one hundred and fifty dollars. I feel that this action was necessary and justified to better protect our society.

Over all texting and driving is dangerous, has killed many people and is now on the decline thanks to the new "" Hands Down"" law.      ",1.1298460960388184,0,1
"explain if drivers should or should not be able to use cell phones in any capacity while operating a vehicle

Drivers shouldn't be able to use their phones when driving because they can be severely injured or worse die. The number of crashes related to a phone and texting have made the use of a phone while driving illegal. Also the non use of a cell phone behind the wheel saves countless lives everyday.

Some states have also enacted laws to ban cell phone use. In the United States risk of automobile crash resulting in hospitalization is four times higher than if they weren't on their phone.

Driving with a cell phone has been the main cause of vehicle crashes over the last decade. Which led to most states banning the use of the device completely. However One out of every four automobile crashes in the United States are caused by texting and driving. Strong evidence that both retrieving and, in particular, sending text messages has a detrimental effect on that individual that increases their urge to use it. Although using a hands free device may sound better however in reality it's not since your attention isn't always on the road. All drivers should refrain from there cell phones.      ",1.1553738117218018,0,1
"Should drivers be able to be on their phone while driving? My opinion to that question would be no for many reasons. You shouldn't have any distractions while driving. Way too many people are killed in car accidents and there doesn't need to be any other distractions while driving. Driving while using a cell phone is a vision distraction, it's law enforced, and it's a hazard to other drivers.

Any form of usage on a cell phone while being in the car is dangerous in many ways. Drivers need to sit back and think is texting or calling anyone at this very second worth a risk of taking or endangering not only my own life but risking it for any one else's.

Using a phone not only causes danger, but causes many forms of distraction and disorder. It can be physically danger in and kind of situation, it is mentally distracting depending on what the cause is, and can even become an issue not only with the protection of human but a problem with the law. Doing anything on the phone in that very moment is not worth taking anyone, yet their own life's but yet not worth getting into trouble that could've been avoided.

It's safer to have someone in the car with you, talking to you rather than you being on your phone. The passenger in the car can keep you company and keep you entertained. A cell phone will distract you and you could take your life and even someone else. Being on your phone could make you drive slower and cause other vehicles to pass you and that could cause an accident.

Drivers should not have in their possession at any time a cell phone. It's too much of a risk. There is no need for a snapchat or a game can't wait in order to not take you own life or someone else's. There is enough distractions while driving without it being a phone. A phone only makes it all worse.                     ",1.1079976558685303,0,1
"be banned outright, for it be a treacherous act that puts the lives of landlubbers and scallywags alike in peril. ""Arrr, ye be takin' yer eyes off the road, and ye might as well be sailin' into a storm without a compass!"" be the cry of many a wise captain. 

On the other hand, some hearty souls argue that a bit o' multitaskin' be no harm, claimin' that they can navigate the seas of traffic whilst chattin' with their mates. ""I can steer me ship and talk to me crew at the same time!"" they declare, puffin' out their chests. 

But the truth be, the seas be fraught with danger, and one wrong turn could send ye straight to Davy Jones' locker. As the debate rages on, lawmakers be ponderin' whether to hoist the sails on stricter laws or let the winds of freedom blow. The fate of the roads hangs in the balance, me hearties!",0.786831259727478,1,1
"risk, matey! Aye, when ye be steerin' yer ship whilst tappin' away on that cursed contraption, ye be temptin' the fates! The seas be treacherous enough without addin' the peril of distraction. Many a fine sailor has met Davy Jones because they couldn't keep their eyes on the horizon. 

Arrr, the landlubbers be thinkin' they can multitask, but they be blind to the danger lurkin' in the waves of the road. Aye, one moment of folly can send ye crashin' into the abyss, takin' innocent souls along for the ride. 

So, I say to ye, cast aside that scallywag device whilst ye be behind the wheel! Keep yer hands steady on the helm and yer eyes peeled for the dangers ahead. Let us hoist the sails of responsibility and navigate these waters with care, lest we all end up in the depths of despair!",0.7064409852027893,1,1
"...for it be a treacherous act, matey! When a sailor be at the helm, their eyes must be fixed upon the horizon, lest they steer their ship into perilous waters. Aye, the siren call of the cell phone be a distraction most foul, luring even the wisest of captains into a whirlpool of misfortune. 

With a single glance at that glowing screen, ye be riskin' not just yer own life, but the lives of all hands aboard and those on the landlubber's shore. The seas be unpredictable, and so be the roads! 

If a scallywag be caught chattin' or textin', they be as reckless as a ship without a rudder. Let it be known, the law should be as strict as a captain's code—no phones while ye be piloting yer vessel! Keep yer wits about ye, and let the only communication be the wind in yer sails and the roar of the engine beneath ye! Arrr!",0.7432646751403809,1,1
"...ye see, matey, when ye be behind the wheel, ye be captaining a mighty vessel, and distractions be the treacherous sirens luring ye to Davy Jones' locker! Aye, the seas be fraught with peril, and a single glance at that glowing treasure map—err, phone—can send ye crashing into the rocks or worse, into another ship!

With the wind in yer sails and the horizon ahead, ye must keep yer wits about ye. Aye, the landlubbers who think they can navigate while texting be playin' a dangerous game. The road be no place for folly; it be a battleground where focus be the sword and caution be the shield.

So, I say, cast aside that cursed device! Let it rest in yer pocket like a hidden doubloon, and keep yer eyes on the horizon. For a true captain knows that the only treasure worth seekin' is the safety of all hands aboard! Arrr!",0.7019156813621521,1,1
"Everyone knows that texting and driving is a terrible idea, but only a few people seem to understand why. Using cellphones while driving is never a good mix for anyone. The generation now don't know the meaning of texting and driving. There are bad wrecks happening while driving and texting on the road. Drivers should never use their phone while driving. On your phone can really cause you to swerve off and on the road leading you to be in the other persons lane. Taking your eyes off the road has obvious disadvantages and it degrades our attention.

90% of car crashes is mostly the drivers fault, they mostly use the excuse of ""recognition error"". When you are in a divided conversation your attention is in different places like the road, a person in the car with you, or a phone call. All those distractions only one should mainly have your attention which i suggest be the road, and us as human we only have a little of attention to spare. Texting on a phone while driving can make you react more slowly to what your main focus should be on. We also feel immune to the risks of other people. Many of us have a lot of experience making bad decisions and suffering the consequences. It feels reasonable to infer that we are able to text and drive safely but some people may chose not to thinking they can do them all in any way. Remember the real reason why it's terrible to text and drive.                              ",1.1710739135742188,0,1
"Operating a motor vehicle while on your cell phone

Being on your device and driving could be an overly dangerous choice in life. Many people around the world are injured by this situation every day. It could lead to accidents and altercations. In addition it would even cost you your licences. The most detrimental outcome is death. There are far more outcomes to operating a motor vehicle while being on a cell phone. Drivers should not be able to use cell phones in any capacity while operating a motor vehicle.

One leading cause to motor vehicle accidents is being on your cell phone. It could lead to accidents and altercations. Yourself and the passengers are more at risk to bodily injuries and harm. These bodily injuries and harm can range anywhere from mild to critical condition. In an motor vehicle accident there is more than one involved. There is another person or group of people that could have the exact same conditions than the driver on the cell phone. In an example of an altercations you could be more prone to damaging an building or such. An direct result of an event in place; a fee or very large payment would need to be made. Secondly another consequence could be having your license taken.

When you have violated a driving law there will always be an consequence. Rather it being jail time, injuries, or more. Your license will be subjected to suspension. A suspended license defines as you are not able to drive until they are reinstated. The process can take anywhere from a short period of time or even a long period of time. The average time for a suspended license is sixty days.

For some people if it is not your first offense they may even take your license for good. Furthermore there is another cause to driving while being on your cell phone.

After all the consequences the most detrimental is death. Many people happen to pass away due to a motor vehicle car accident. Not all people pass away at the crash site, some has a condition mild to critical that causes them to die. Around 1.6 million people a year die in motor vehicle accidents. Out of the 1.6 million, 1 out of 4 pass away because drivers are on their cell phone. That includes the driver and the unlucky few that may have been in the car, around, or in another car. Passing away from a motor vehicle accident can be prevented by simply waiting until you have reached a stopping point or your at your destination to pick up your phone.

In conclusion, drivers should not be able to use cell phones in any capacity while operating a motor vehicle. It can cause accidents and altercations, suspension of license, and even death. Prevention is simply not being able to use your phone while operating a motor vehicle. Take a moment to focus on the road.

You are able to check your phone when you reach a red light or a complete stop. This is one step closer to its prevention. It will save many lives even your own.   ",1.0484429597854614,0,1
"Phones & Driving Essay

I believe that drivers shouldn't use cell phones while driving because it is an attention hazzard. Driving with your phone in hand is not only illegal but very dangerous, but driving without the distraction of a phone can lower the driving fatality rates by a lot. Also, there are apps and programs on the phones that help drivers go hands free. Last, having that phone as a distraction while driving can cause a significant lowering of you reaction time and attention to the people, objects, and other cars on the road.

First and foremost, Driving without the phone as a distraction will generally lower the fatality rates of distracted driving accidents. Not only will it save you life and everyone else in the vehicle but also you will avoid needless deaths just because you couldn't put the phone down. The lack of self-control is the reason why people get distracted by their phones, especially the younger generation of drivers which leads to possibly fatal driving accidents.

Furthermore, Driving while distracted can significantly slow down your reactions to people, objects, and other cars on the road, with that you would be more likely to hit pot holes and debris on the road and a higher chance of causing an accident. Also, looking for pedestrians crossing while distracted just makes driving harder than it has to be.

Finally, There are various things that have been put in place to keep the driver from getting distracted by their phones, For example apps and programs on the phones that keep the driver from checking or responding to their phones. It prevents the driver from getting phone calls, texts, and other notifications while in the car. Another example, the hands-free laws that hold the people that like to drive with phone in hand accountable. Last is personal accountability, keeping yourself in check and safe but not just yourself but the people in the car with you and the other cars.

In conclusion, Drivers shouldn't drive while using a phone because if more people don't drive with their phones the likelihood of them getting into a possibly fatal accident decrease by a lot, there are also ways that you phone can keep itself from being a distraction like the apps and programs on it that block phone calls and texts, but more importantly the driver personally keeping themselves accountable for their actions on the road, and the fact that the more the driver is distracted the slower their reaction time is so they won't be able to pay closer attention to the people, objects, and other cars on the road.        ",1.0854647159576416,0,1
